,Year,Ceremony,Award,Winner,Name,Film
362,1935,8,Director,0,Henry Hathaway [Third],The Lives of a Bengal Lancer 
363,1935,8,Director,0,Frank Lloyd,Mutiny on the Bounty 
364,1935,8,Film Editing,0,David Copperfield ,Robert J. Kern
365,1935,8,Film Editing,0,The Informer ,George Hively [Third]
366,1935,8,Film Editing,0,Les Miserables ,Barbara McLean
367,1935,8,Film Editing,0,The Lives of a Bengal Lancer ,Ellsworth Hoagland
368,1935,8,Film Editing,1,A Midsummer Night's Dream ,Ralph Dawson
369,1935,8,Film Editing,0,Mutiny on the Bounty ,Margaret Booth [Second]
370,1935,8,Music (Original Score),0,Captain Blood ,"Warner Brothers-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold) [Third]"
371,1935,8,Music (Original Score),1,The Informer ,"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)"
372,1935,8,Music (Original Score),0,Mutiny on the Bounty ,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart) [Second]"
373,1935,8,Music (Original Score),0,Peter Ibbetson ,"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)"
374,1935,8,Music (Song),0,"""Cheek To Cheek"" from Top Hat",Music and Lyrics by Irving Berlin [Second]
375,1935,8,Music (Song),0,"""Lovely To Look At"" from Roberta",Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh [Third]
376,1935,8,Music (Song),1,"""Lullaby Of Broadway"" from Gold Diggers of 1935",Music by Harry Warren; Lyrics by Al Dubin
377,1935,8,Best Picture,0,RKO Radio,Alice Adams 
378,1935,8,Best Picture,0,Metro-Goldwyn-Mayer,Broadway Melody of 1936 
379,1935,8,Best Picture,0,Cosmopolitan [Third],Captain Blood 
380,1935,8,Best Picture,0,Metro-Goldwyn-Mayer,David Copperfield 
381,1935,8,Best Picture,0,RKO Radio [Second],The Informer 
382,1935,8,Best Picture,0,20th Century,Les Miserables 
383,1935,8,Best Picture,0,Paramount,The Lives of a Bengal Lancer 
384,1935,8,Best Picture,0,Warner Brothers,A Midsummer Night's Dream 
385,1935,8,Best Picture,1,Metro-Goldwyn-Mayer,Mutiny on the Bounty 
386,1935,8,Best Picture,0,Metro-Goldwyn-Mayer,Naughty Marietta 
387,1935,8,Best Picture,0,Paramount,Ruggles of Red Gap 
388,1935,8,Best Picture,0,RKO Radio,Top Hat 
389,1935,8,Short Subject (Cartoon),0,The Calico Dragon ,Harman-Ising [Third]
390,1935,8,Short Subject (Cartoon),1,Three Orphan Kittens ,"Walt Disney, Producer"
391,1935,8,Short Subject (Cartoon),0,Who Killed Cock Robin? ,"Walt Disney, Producer [Second]"
392,1935,8,Short Subject (Comedy),1,How to Sleep ,"Jack Chertok, Producer"
393,1935,8,Short Subject (Comedy),0,"Oh, My Nerves ","Jules White, Producer [Second]"
394,1935,8,Short Subject (Comedy),0,Tit for Tat ,"Hal Roach, Producer [Third]"
395,1935,8,Short Subject (Novelty),0,Audioscopiks ,"Pete Smith, Producer [tied for 2nd]"
396,1935,8,Short Subject (Novelty),0,Camera Thrills ,Universal [tied for 2nd]
397,1935,8,Short Subject (Novelty),1,Wings over Mt. Everest ,Gaumont British and Skibo Productions
398,1935,8,Sound Recording,0,Bride of Frankenstein ,"Universal Studio Sound Department, Gilbert Kurland, Sound Director"
399,1935,8,Sound Recording,0,Captain Blood ,"Warner Brothers-First National Studio Sound Department, Nathan Levinson, Sound Director [Second]"
400,1935,8,Sound Recording,0,The Dark Angel ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
401,1935,8,Sound Recording,0,I Dream Too Much ,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director"
402,1935,8,Sound Recording,0,The Lives of a Bengal Lancer ,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director [Third]"
403,1935,8,Sound Recording,0,Love Me Forever ,"Columbia Studio Sound Department, John Livadary, Sound Director"
404,1935,8,Sound Recording,1,Naughty Marietta ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
405,1935,8,Sound Recording,0,"$1,000 a Minute ",Republic Studio Sound Department
406,1935,8,Sound Recording,0,Thanks a Million ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
407,1935,8,Writing (Original Story),0,Broadway Melody of 1936 ,Moss Hart [Third]
408,1935,8,Writing (Original Story),0,G-Men ,Gregory Rogers [Second]
409,1935,8,Writing (Original Story),0,The Gay Deception ,"Don Hartman, Stephen Avery"
410,1935,8,Writing (Original Story),1,The Scoundrel ,"Ben Hecht, Charles MacArthur"
411,1935,8,Writing (Adapted Screenplay),0,Casey Robinson [Third],Captain Blood 
412,1935,8,Writing (Adapted Screenplay),1,Dudley Nichols,The Informer 
413,1935,8,Writing (Adapted Screenplay),0,"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah; Adaptation by Grover Jones, William Slavens McNutt",The Lives of a Bengal Lancer 
414,1935,8,Writing (Adapted Screenplay),0,"Talbot Jennings, Jules Furthman, Carey Wilson [Second]",Mutiny on the Bounty 
415,1935,8,Special Award,1,David Wark Griffith,
416,1936,9,Actor in a Leading Role,0,Gary Cooper,Mr. Deeds Goes to Town
417,1936,9,Actor in a Leading Role,0,Walter Huston,Dodsworth
418,1936,9,Actor in a Leading Role,1,Paul Muni,The Story of Louis Pasteur
419,1936,9,Actor in a Leading Role,0,William Powell,My Man Godfrey
420,1936,9,Actor in a Leading Role,0,Spencer Tracy,San Francisco
421,1936,9,Actor in a Supporting Role,0,Mischa Auer,My Man Godfrey
422,1936,9,Actor in a Supporting Role,1,Walter Brennan,Come and Get It
423,1936,9,Actor in a Supporting Role,0,Stuart Erwin,Pigskin Parade
424,1936,9,Actor in a Supporting Role,0,Basil Rathbone,Romeo and Juliet
425,1936,9,Actor in a Supporting Role,0,Akim Tamiroff,The General Died at Dawn
426,1936,9,Actress in a Leading Role,0,Irene Dunne,Theodora Goes Wild
427,1936,9,Actress in a Leading Role,0,Gladys George,Valiant Is the Word for Carrie
428,1936,9,Actress in a Leading Role,0,Carole Lombard,My Man Godfrey
429,1936,9,Actress in a Leading Role,1,Luise Rainer,The Great Ziegfeld
430,1936,9,Actress in a Leading Role,0,Norma Shearer,Romeo and Juliet
431,1936,9,Actress in a Supporting Role,0,Beulah Bondi,The Gorgeous Hussy
432,1936,9,Actress in a Supporting Role,0,Alice Brady,My Man Godfrey
433,1936,9,Actress in a Supporting Role,0,Bonita Granville,These Three
434,1936,9,Actress in a Supporting Role,0,Maria Ouspenskaya,Dodsworth
435,1936,9,Actress in a Supporting Role,1,Gale Sondergaard,Anthony Adverse
436,1936,9,Art Direction,0,Anthony Adverse ,Anton Grot
437,1936,9,Art Direction,1,Dodsworth ,Richard Day
438,1936,9,Art Direction,0,The Great Ziegfeld ,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis"
439,1936,9,Art Direction,0,Lloyds of London ,William S. Darling
440,1936,9,Art Direction,0,The Magnificent Brute ,"Albert S. D'Agostino, Jack Otterson"
441,1936,9,Art Direction,0,Romeo and Juliet ,"Cedric Gibbons, Fredric Hope, Edwin B. Willis"
442,1936,9,Art Direction,0,Winterset ,Perry Ferguson
443,1936,9,Assistant Director,0,Anthony Adverse ,William Cannon
444,1936,9,Assistant Director,1,The Charge of the Light Brigade ,Jack Sullivan
445,1936,9,Assistant Director,0,The Garden of Allah ,Eric G. Stacey
446,1936,9,Assistant Director,0,The Last of the Mohicans ,Clem Beauchamp
447,1936,9,Assistant Director,0,San Francisco ,Joseph Newman
448,1936,9,Cinematography,1,Anthony Adverse ,Gaetano Gaudio
449,1936,9,Cinematography,0,The General Died at Dawn ,Victor Milner
450,1936,9,Cinematography,0,The Gorgeous Hussy ,George Folsey
451,1936,9,Dance Direction,0,Busby Berkeley,Love and War number from Gold Diggers of 1937
452,1936,9,Dance Direction,0,Bobby Connolly,1000 Love Songs number from Cain and Mabel
453,1936,9,Dance Direction,1,Seymour Felix,A Pretty Girl Is Like a Melody number from The Great Ziegfeld
454,1936,9,Dance Direction,0,Dave Gould,Swingin' the Jinx number from Born to Dance
455,1936,9,Dance Direction,0,Jack Haskell,Skating Ensemble number from One in a Million
456,1936,9,Dance Direction,0,Russell Lewis,The Finale number from Dancing Pirate
457,1936,9,Dance Direction,0,Hermes Pan,Bojangles of Harlem number from Swing Time
458,1936,9,Director,0,William Wyler,Dodsworth 
459,1936,9,Director,0,Robert Z. Leonard,The Great Ziegfeld 
460,1936,9,Director,1,Frank Capra,Mr. Deeds Goes to Town 
461,1936,9,Director,0,Gregory La Cava,My Man Godfrey 
462,1936,9,Director,0,W. S. Van Dyke,San Francisco 
463,1936,9,Film Editing,1,Anthony Adverse ,Ralph Dawson
464,1936,9,Film Editing,0,Come and Get It ,Edward Curtiss
465,1936,9,Film Editing,0,The Great Ziegfeld ,William S. Gray
466,1936,9,Film Editing,0,Lloyds of London ,Barbara McLean
467,1936,9,Film Editing,0,A Tale of Two Cities ,Conrad A. Nervig
468,1936,9,Film Editing,0,Theodora Goes Wild ,Otto Meyer
469,1936,9,Music (Original Score),1,Anthony Adverse ,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)"
470,1936,9,Music (Original Score),0,The Charge of the Light Brigade ,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)"
471,1936,9,Music (Original Score),0,The Garden of Allah ,"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)"
472,1936,9,Music (Original Score),0,The General Died at Dawn ,"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)"
473,1936,9,Music (Original Score),0,Winterset ,"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)"
474,1936,9,Music (Song),0,"""Did I Remember"" from Suzy",Music by Walter Donaldson; Lyrics by Harold Adamson
475,1936,9,Music (Song),0,"""I've Got You Under My Skin"" from Born to Dance",Music and Lyrics by Cole Porter
476,1936,9,Music (Song),0,"""A Melody From The Sky"" from Trail of the Lonesome Pine",Music by Louis Alter; Lyrics by Sidney Mitchell
477,1936,9,Music (Song),0,"""Pennies From Heaven"" from Pennies from Heaven",Music by Arthur Johnston; Lyrics by Johnny Burke
478,1936,9,Music (Song),1,"""The Way You Look Tonight"" from Swing Time",Music by Jerome Kern; Lyrics by Dorothy Fields
479,1936,9,Music (Song),0,"""When Did You Leave Heaven"" from Sing, Baby, Sing",Music by Richard A. Whiting; Lyrics by Walter Bullock
480,1936,9,Best Picture,0,Warner Brothers,Anthony Adverse 
481,1936,9,Best Picture,0,Samuel Goldwyn Productions,Dodsworth 
482,1936,9,Best Picture,1,Metro-Goldwyn-Mayer,The Great Ziegfeld 
483,1936,9,Best Picture,0,Metro-Goldwyn-Mayer,Libeled Lady 
484,1936,9,Best Picture,0,Columbia,Mr. Deeds Goes to Town 
485,1936,9,Best Picture,0,Metro-Goldwyn-Mayer,Romeo and Juliet 
486,1936,9,Best Picture,0,Metro-Goldwyn-Mayer,San Francisco 
487,1936,9,Best Picture,0,Cosmopolitan,The Story of Louis Pasteur 
488,1936,9,Best Picture,0,Metro-Goldwyn-Mayer,A Tale of Two Cities 
489,1936,9,Best Picture,0,Universal,Three Smart Girls 
490,1936,9,Short Subject (Cartoon),1,The Country Cousin ,"Walt Disney, Producer"
491,1936,9,Short Subject (Cartoon),0,Old Mill Pond ,Harman-Ising
492,1936,9,Short Subject (Cartoon),0,Sinbad the Sailor ,Paramount
493,1936,9,Short Subject (Color),1,Give Me Liberty ,Warner Brothers
494,1936,9,Short Subject (Color),0,La Fiesta de Santa Barbara ,"Lewis Lewyn, Producer"
495,1936,9,Short Subject (Color),0,Popular Science J-6-2 ,Paramount
496,1936,9,Short Subject (One Reel),1,Bored of Education ,"Hal Roach, Producer"
497,1936,9,Short Subject (One Reel),0,Moscow Moods ,Paramount
498,1936,9,Short Subject (One Reel),0,"Wanted, a Master ","Pete Smith, Producer"
499,1936,9,Short Subject (Two Reel),0,Double or Nothing ,Warner Brothers
500,1936,9,Short Subject (Two Reel),0,Dummy Ache ,RKO Radio
501,1936,9,Short Subject (Two Reel),1,The Public Pays ,Metro-Goldwyn-Mayer
502,1936,9,Sound Recording,0,Banjo on My Knee ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
503,1936,9,Sound Recording,0,The Charge of the Light Brigade ,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director"
504,1936,9,Sound Recording,0,Dodsworth ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
505,1936,9,Sound Recording,0,General Spanky ,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
506,1936,9,Sound Recording,0,Mr. Deeds Goes to Town ,"Columbia Studio Sound Department, John Livadary, Sound Director"
507,1936,9,Sound Recording,1,San Francisco ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
508,1936,9,Sound Recording,0,The Texas Rangers ,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director"
509,1936,9,Sound Recording,0,That Girl from Paris ,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director"
510,1936,9,Sound Recording,0,Three Smart Girls ,"Universal Studio Sound Department, Homer G. Tasker, Sound Director"
511,1936,9,Writing (Original Story),0,Fury ,Norman Krasna
512,1936,9,Writing (Original Story),0,The Great Ziegfeld ,William Anthony McGuire
513,1936,9,Writing (Original Story),0,San Francisco ,Robert Hopkins
514,1936,9,Writing (Original Story),1,The Story of Louis Pasteur ,"Pierre Collings, Sheridan Gibney"
515,1936,9,Writing (Original Story),0,Three Smart Girls ,Adele Comandini
516,1936,9,Writing (Adapted Screenplay),0,"Frances Goodrich, Albert Hackett",After the Thin Man 
517,1936,9,Writing (Adapted Screenplay),0,Sidney Howard,Dodsworth 
518,1936,9,Writing (Adapted Screenplay),0,Robert Riskin,Mr. Deeds Goes to Town 
519,1936,9,Writing (Adapted Screenplay),0,"Eric Hatch, Morris Ryskind",My Man Godfrey 
520,1936,9,Writing (Adapted Screenplay),1,"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur 
521,1936,9,Special Award,1,The March of Time,
522,1936,9,Special Award,1,W. Howard Greene and Harold Rosson,The Garden of Allah
523,1937,10,Actor in a Leading Role,0,Charles Boyer,Conquest
524,1937,10,Actor in a Leading Role,0,Fredric March,A Star Is Born
525,1937,10,Actor in a Leading Role,0,Robert Montgomery,Night Must Fall
526,1937,10,Actor in a Leading Role,0,Paul Muni,The Life of Emile Zola
527,1937,10,Actor in a Leading Role,1,Spencer Tracy,Captains Courageous
528,1937,10,Actor in a Supporting Role,0,Ralph Bellamy,The Awful Truth
529,1937,10,Actor in a Supporting Role,0,Thomas Mitchell,The Hurricane
530,1937,10,Actor in a Supporting Role,1,Joseph Schildkraut,The Life of Emile Zola
531,1937,10,Actor in a Supporting Role,0,H. B. Warner,Lost Horizon
532,1937,10,Actor in a Supporting Role,0,Roland Young,Topper
533,1937,10,Actress in a Leading Role,0,Irene Dunne,The Awful Truth
534,1937,10,Actress in a Leading Role,0,Greta Garbo,Camille
535,1937,10,Actress in a Leading Role,0,Janet Gaynor,A Star Is Born
536,1937,10,Actress in a Leading Role,1,Luise Rainer,The Good Earth
537,1937,10,Actress in a Leading Role,0,Barbara Stanwyck,Stella Dallas
538,1937,10,Actress in a Supporting Role,1,Alice Brady,In Old Chicago
539,1937,10,Actress in a Supporting Role,0,Andrea Leeds,Stage Door
540,1937,10,Actress in a Supporting Role,0,Anne Shirley,Stella Dallas
541,1937,10,Actress in a Supporting Role,0,Claire Trevor,Dead End
542,1937,10,Actress in a Supporting Role,0,Dame May Whitty,Night Must Fall
543,1937,10,Art Direction,0,Conquest ,"Cedric Gibbons, William Horning"
544,1937,10,Art Direction,0,A Damsel in Distress ,Carroll Clark
545,1937,10,Art Direction,0,Dead End ,Richard Day
546,1937,10,Art Direction,0,Every Day's a Holiday ,Wiard Ihnen
547,1937,10,Art Direction,0,The Life of Emile Zola ,Anton Grot
548,1937,10,Art Direction,1,Lost Horizon ,Stephen Goosson
549,1937,10,Art Direction,0,Manhattan Merry-Go-Round ,John Victor Mackay
550,1937,10,Art Direction,0,The Prisoner of Zenda ,Lyle Wheeler
551,1937,10,Art Direction,0,Souls at Sea ,"Hans Dreier, Roland Anderson"
552,1937,10,Art Direction,0,Walter Wanger's Vogues of 1938 ,Alexander Toluboff
553,1937,10,Art Direction,0,Wee Willie Winkie ,"William S. Darling, David Hall"
554,1937,10,Art Direction,0,You're a Sweetheart ,Jack Otterson
555,1937,10,Assistant Director,1,In Old Chicago ,Robert Webb
556,1937,10,Assistant Director,0,The Life of Emile Zola ,Russ Saunders
557,1937,10,Assistant Director,0,Lost Horizon ,"C. C. Coleman, Jr."
558,1937,10,Assistant Director,0,Souls at Sea ,Hal Walker
559,1937,10,Assistant Director,0,A Star Is Born ,Eric Stacey
560,1937,10,Cinematography,0,Dead End ,Gregg Toland
561,1937,10,Cinematography,1,The Good Earth ,Karl Freund
562,1937,10,Cinematography,0,Wings over Honolulu ,Joseph Valentine
563,1937,10,Dance Direction,0,Busby Berkeley,The Finale number from Varsity Show
564,1937,10,Dance Direction,0,Bobby Connolly,"Too Marvelous for Words number from Ready, Willing and Able"
565,1937,10,Dance Direction,0,Dave Gould,All God's Children Got Rhythm number from A Day at the Races
566,1937,10,Dance Direction,0,Sammy Lee,Swing Is Here to Stay number from Ali Baba Goes to Town
567,1937,10,Dance Direction,0,Harry Losee,Prince Igor Suite number from Thin Ice
568,1937,10,Dance Direction,1,Hermes Pan,Fun House number from A Damsel in Distress
569,1937,10,Dance Direction,0,LeRoy Prinz,Luau number from Waikiki Wedding
570,1937,10,Director,1,Leo McCarey,The Awful Truth 
571,1937,10,Director,0,Sidney Franklin,The Good Earth 
572,1937,10,Director,0,William Dieterle,The Life of Emile Zola 
573,1937,10,Director,0,Gregory La Cava,Stage Door 
574,1937,10,Director,0,William Wellman,A Star Is Born 
575,1937,10,Film Editing,0,The Awful Truth ,Al Clark
576,1937,10,Film Editing,0,Captains Courageous ,Elmo Veron
577,1937,10,Film Editing,0,The Good Earth ,Basil Wrangell
578,1937,10,Film Editing,1,Lost Horizon ,"Gene Havlick, Gene Milford"
579,1937,10,Film Editing,0,One Hundred Men and a Girl ,Bernard W. Burton
580,1937,10,Music (Original Score),0,The Hurricane ,"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department  (Score by Alfred Newman)"
581,1937,10,Music (Original Score),0,In Old Chicago ,"20th Century-Fox Studio Music Department, Louis Silvers, head of department  (no composer credit)"
582,1937,10,Music (Original Score),0,The Life of Emile Zola ,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)"
583,1937,10,Music (Original Score),0,Lost Horizon ,"Columbia Studio Music Department, Morris Stoloff, head of department  (Score by Dimitri Tiomkin)"
584,1937,10,Music (Original Score),0,Make a Wish ,"Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)"
585,1937,10,Music (Original Score),0,Maytime ,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)"
586,1937,10,Music (Original Score),1,One Hundred Men and a Girl ,"Universal Studio Music Department, Charles Previn, head of department  (no composer credit)"
587,1937,10,Music (Original Score),0,Portia on Trial ,"Republic Studio Music Department, Alberto Colombo, head of department  (Score by Alberto Colombo)"
588,1937,10,Music (Original Score),0,The Prisoner of Zenda ,"Selznick International Pictures Music Department, Alfred Newman, musical director  (Score by Alfred Newman)"
589,1937,10,Music (Original Score),0,Quality Street ,"RKO Radio Studio Music Department, Roy Webb, musical director  (Score by Roy Webb)"
